Review real;Review predicha;Diferencia;Modelo
5,0;4,45;0,55;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
1,0;4,34;-3,34;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
5,0;4,62;0,38;Regresión Lineal
1,0;1,99;-0,99;Regresión Lineal
5,0;4,35;0,65;Regresión Lineal
4,0;4,43;-0,43;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
1,0;2,89;-1,89;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;4,38;0,62;Regresión Lineal
1,0;3,35;-2,35;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
3,0;4,15;-1,15;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
4,5;3,77;0,73;Regresión Lineal
4,0;4,14;-0,14;Regresión Lineal
3,0;4,28;-1,28;Regresión Lineal
5,0;4,55;0,45;Regresión Lineal
4,0;3,97;0,03;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;3,85;1,15;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
4,0;4,16;-0,16;Regresión Lineal
1,0;4,36;-3,36;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
5,0;4,6;0,4;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
4,0;4,12;-0,12;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;3,76;1,24;Regresión Lineal
3,0;4,28;-1,28;Regresión Lineal
5,0;3,87;1,13;Regresión Lineal
4,0;3,87;0,13;Regresión Lineal
5,0;4,27;0,73;Regresión Lineal
5,0;4,38;0,62;Regresión Lineal
1,0;4,33;-3,33;Regresión Lineal
5,0;3,71;1,29;Regresión Lineal
5,0;4,42;0,58;Regresión Lineal
3,0;3,77;-0,77;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;4,34;0,66;Regresión Lineal
5,0;4,27;0,73;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
1,0;4,49;-3,49;Regresión Lineal
1,0;3,63;-2,63;Regresión Lineal
4,0;4,35;-0,35;Regresión Lineal
5,0;3,9;1,1;Regresión Lineal
5,0;4,06;0,94;Regresión Lineal
5,0;4,03;0,97;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;3,84;1,16;Regresión Lineal
5,0;4,13;0,87;Regresión Lineal
5,0;3,58;1,42;Regresión Lineal
4,0;4,13;-0,13;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
5,0;4,29;0,71;Regresión Lineal
4,0;4,18;-0,18;Regresión Lineal
5,0;4,53;0,47;Regresión Lineal
4,0;3,72;0,28;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
5,0;4,96;0,04;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
5,0;3,78;1,22;Regresión Lineal
1,0;4,22;-3,22;Regresión Lineal
2,3333;4,16;-1,83;Regresión Lineal
4,0;4,16;-0,16;Regresión Lineal
3,0;3,6;-0,6;Regresión Lineal
0,0;3,62;-3,62;Regresión Lineal
3,0;4,12;-1,12;Regresión Lineal
0,0;4,24;-4,24;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
2,0;3,73;-1,73;Regresión Lineal
5,0;3,87;1,13;Regresión Lineal
3,0;2,59;0,41;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
4,0;3,71;0,29;Regresión Lineal
5,0;4,82;0,18;Regresión Lineal
4,0;4,18;-0,18;Regresión Lineal
5,0;4,32;0,68;Regresión Lineal
5,0;4,35;0,65;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
4,0;4,49;-0,49;Regresión Lineal
4,0;4,4;-0,4;Regresión Lineal
4,5;4,21;0,29;Regresión Lineal
1,0;4,69;-3,69;Regresión Lineal
4,0;3,55;0,45;Regresión Lineal
5,0;4,26;0,74;Regresión Lineal
5,0;4,43;0,57;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
3,0;4,16;-1,16;Regresión Lineal
4,5;4,16;0,34;Regresión Lineal
5,0;3,98;1,02;Regresión Lineal
4,0;4,25;-0,25;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
1,0;2,56;-1,56;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
5,0;4,61;0,39;Regresión Lineal
5,0;3,75;1,25;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
1,0;3,24;-2,24;Regresión Lineal
2,0;4,39;-2,39;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
3,0;3,9;-0,9;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
4,0;4,45;-0,45;Regresión Lineal
5,0;3,89;1,11;Regresión Lineal
4,0;4,41;-0,41;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;4,03;0,97;Regresión Lineal
5,0;3,98;1,02;Regresión Lineal
1,0;3,62;-2,62;Regresión Lineal
3,0;4,23;-1,23;Regresión Lineal
5,0;4,84;0,16;Regresión Lineal
4,0;4,14;-0,14;Regresión Lineal
5,0;3,85;1,15;Regresión Lineal
1,0;3,64;-2,64;Regresión Lineal
5,0;3,81;1,19;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
4,0;4,6;-0,6;Regresión Lineal
4,0;3,97;0,03;Regresión Lineal
5,0;4,32;0,68;Regresión Lineal
5,0;3,83;1,17;Regresión Lineal
4,0;4,68;-0,68;Regresión Lineal
5,0;3,8;1,2;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
5,0;4,77;0,23;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
5,0;3,81;1,19;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
3,0;4,11;-1,11;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
5,0;4,55;0,45;Regresión Lineal
5,0;4,46;0,54;Regresión Lineal
3,0;3,92;-0,92;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
5,0;3,67;1,33;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
5,0;4,32;0,68;Regresión Lineal
5,0;4,58;0,42;Regresión Lineal
5,0;4,03;0,97;Regresión Lineal
5,0;5,16;-0,16;Regresión Lineal
5,0;5,17;-0,17;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;4,29;0,71;Regresión Lineal
3,0;4,19;-1,19;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
4,0;4,26;-0,26;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;4,86;0,14;Regresión Lineal
4,0;4,63;-0,63;Regresión Lineal
1,0;4,55;-3,55;Regresión Lineal
2,0;3,93;-1,93;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
4,0;3,65;0,35;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
4,0;4,51;-0,51;Regresión Lineal
5,0;4,58;0,42;Regresión Lineal
5,0;3,5;1,5;Regresión Lineal
1,0;3,31;-2,31;Regresión Lineal
1,0;3,4;-2,4;Regresión Lineal
3,0;3,77;-0,77;Regresión Lineal
5,0;4,4;0,6;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
5,0;4,47;0,53;Regresión Lineal
5,0;3,82;1,18;Regresión Lineal
5,0;3,74;1,26;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
5,0;4,44;0,56;Regresión Lineal
4,0;3,64;0,36;Regresión Lineal
4,0;4,05;-0,05;Regresión Lineal
3,0;4,11;-1,11;Regresión Lineal
2,0;3,6;-1,6;Regresión Lineal
4,0;4,39;-0,39;Regresión Lineal
5,0;3,61;1,39;Regresión Lineal
5,0;4,37;0,63;Regresión Lineal
4,0;4,71;-0,71;Regresión Lineal
5,0;3,65;1,35;Regresión Lineal
1,0;4,33;-3,33;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
4,0;3,8;0,2;Regresión Lineal
5,0;3,75;1,25;Regresión Lineal
5,0;4,29;0,71;Regresión Lineal
4,0;3,99;0,01;Regresión Lineal
1,0;3,2;-2,2;Regresión Lineal
5,0;3,75;1,25;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
4,0;4,12;-0,12;Regresión Lineal
5,0;3,7;1,3;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
1,0;3,54;-2,54;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
3,0;3,85;-0,85;Regresión Lineal
5,0;4,06;0,94;Regresión Lineal
4,0;4,23;-0,23;Regresión Lineal
3,0;3,53;-0,53;Regresión Lineal
1,0;4,25;-3,25;Regresión Lineal
3,0;3,79;-0,79;Regresión Lineal
5,0;4,43;0,57;Regresión Lineal
4,0;4,44;-0,44;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
3,0;4,29;-1,29;Regresión Lineal
5,0;4,36;0,64;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
3,0;3,17;-0,17;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
5,0;3,57;1,43;Regresión Lineal
5,0;4,72;0,28;Regresión Lineal
5,0;4,62;0,38;Regresión Lineal
4,0;4,04;-0,04;Regresión Lineal
1,0;3,89;-2,89;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
1,0;4,03;-3,03;Regresión Lineal
1,0;3,53;-2,53;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
4,0;4,17;-0,17;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
4,0;4,19;-0,19;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
4,5;4,31;0,19;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
1,0;3,32;-2,32;Regresión Lineal
1,0;2,69;-1,69;Regresión Lineal
5,0;4,42;0,58;Regresión Lineal
3,0;4,36;-1,36;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
4,0;4,89;-0,89;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
4,0;4,29;-0,29;Regresión Lineal
1,0;3,19;-2,19;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;4,33;0,67;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
5,0;4,39;0,61;Regresión Lineal
3,0;3,48;-0,48;Regresión Lineal
4,0;4,46;-0,46;Regresión Lineal
3,0;4,28;-1,28;Regresión Lineal
3,0;4,09;-1,09;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
4,0;3,67;0,33;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
2,0;4,3;-2,3;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
5,0;3,94;1,06;Regresión Lineal
4,0;3,96;0,04;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
3,0;3,52;-0,52;Regresión Lineal
4,0;5,03;-1,03;Regresión Lineal
5,0;4,36;0,64;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
5,0;3,66;1,34;Regresión Lineal
5,0;4,84;0,16;Regresión Lineal
5,0;4,47;0,53;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
5,0;3,76;1,24;Regresión Lineal
5,0;3,85;1,15;Regresión Lineal
4,0;3,68;0,32;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
4,0;3,97;0,03;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
1,0;3,85;-2,85;Regresión Lineal
1,0;3,28;-2,28;Regresión Lineal
5,0;3,71;1,29;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;3,73;1,27;Regresión Lineal
4,0;4,35;-0,35;Regresión Lineal
4,0;3,62;0,38;Regresión Lineal
5,0;4,03;0,97;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
1,0;3,52;-2,52;Regresión Lineal
3,0;4,35;-1,35;Regresión Lineal
5,0;3,66;1,34;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
4,0;4,36;-0,36;Regresión Lineal
5,0;3,87;1,13;Regresión Lineal
1,0;4,16;-3,16;Regresión Lineal
3,0;3,88;-0,88;Regresión Lineal
1,0;3,86;-2,86;Regresión Lineal
5,0;3,6;1,4;Regresión Lineal
4,0;4,11;-0,11;Regresión Lineal
4,0;4,23;-0,23;Regresión Lineal
4,0;3,89;0,11;Regresión Lineal
3,0;4,47;-1,47;Regresión Lineal
2,0;3,18;-1,18;Regresión Lineal
4,0;4,25;-0,25;Regresión Lineal
4,0;3,99;0,01;Regresión Lineal
5,0;4,36;0,64;Regresión Lineal
3,0;4,32;-1,32;Regresión Lineal
5,0;4,26;0,74;Regresión Lineal
5,0;4,41;0,59;Regresión Lineal
5,0;4,36;0,64;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
4,0;4,32;-0,32;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
4,0;3,65;0,35;Regresión Lineal
1,0;3,9;-2,9;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
3,0;4,04;-1,04;Regresión Lineal
2,0;4,19;-2,19;Regresión Lineal
2,0;4,06;-2,06;Regresión Lineal
5,0;4,33;0,67;Regresión Lineal
5,0;4,54;0,46;Regresión Lineal
5,0;4,3;0,7;Regresión Lineal
1,0;4,19;-3,19;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
3,0;4,05;-1,05;Regresión Lineal
4,0;3,93;0,07;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
5,0;4,31;0,69;Regresión Lineal
5,0;4,44;0,56;Regresión Lineal
4,0;3,87;0,13;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
3,0;3,99;-0,99;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
1,0;4,11;-3,11;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
1,0;2,55;-1,55;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
4,0;3,76;0,24;Regresión Lineal
5,0;4,13;0,87;Regresión Lineal
5,0;4,03;0,97;Regresión Lineal
4,0;3,9;0,1;Regresión Lineal
4,0;4,96;-0,96;Regresión Lineal
4,0;4,14;-0,14;Regresión Lineal
1,0;3,06;-2,06;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
0,0;3,28;-3,28;Regresión Lineal
2,0;4,24;-2,24;Regresión Lineal
5,0;4,37;0,63;Regresión Lineal
5,0;4,29;0,71;Regresión Lineal
4,2;3,86;0,34;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
4,0;3,91;0,09;Regresión Lineal
5,0;4,46;0,54;Regresión Lineal
2,0;3,57;-1,57;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
3,0;4,12;-1,12;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
3,0;3,48;-0,48;Regresión Lineal
1,0;3,93;-2,93;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
4,0;4,16;-0,16;Regresión Lineal
2,0;4,56;-2,56;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;4,53;0,47;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
4,0;5,23;-1,23;Regresión Lineal
4,0;4,1;-0,1;Regresión Lineal
4,0;3,89;0,11;Regresión Lineal
4,0;4,46;-0,46;Regresión Lineal
4,0;4,51;-0,51;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
5,0;4,46;0,54;Regresión Lineal
4,0;4,73;-0,73;Regresión Lineal
4,0;3,93;0,07;Regresión Lineal
5,0;4,37;0,63;Regresión Lineal
1,0;3,64;-2,64;Regresión Lineal
1,0;3,84;-2,84;Regresión Lineal
3,0;3,65;-0,65;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
4,0;3,68;0,32;Regresión Lineal
4,0;4,6;-0,6;Regresión Lineal
5,0;4,04;0,96;Regresión Lineal
5,0;4,27;0,73;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
4,0;4,42;-0,42;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
5,0;4,41;0,59;Regresión Lineal
3,0;3,35;-0,35;Regresión Lineal
3,0;5,3;-2,3;Regresión Lineal
5,0;3,78;1,22;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,36;0,64;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
4,0;3,5;0,5;Regresión Lineal
5,0;3,9;1,1;Regresión Lineal
5,0;3,78;1,22;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
4,0;3,73;0,27;Regresión Lineal
5,0;3,8;1,2;Regresión Lineal
5,0;3,68;1,32;Regresión Lineal
3,0;2,15;0,85;Regresión Lineal
1,0;3,27;-2,27;Regresión Lineal
4,0;3,93;0,07;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
1,0;3,21;-2,21;Regresión Lineal
5,0;4,48;0,52;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;4,23;0,77;Regresión Lineal
5,0;3,9;1,1;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
5,0;3,65;1,35;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
5,0;4,8;0,2;Regresión Lineal
3,0;3,38;-0,38;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
4,0;3,77;0,23;Regresión Lineal
1,0;4,35;-3,35;Regresión Lineal
5,0;3,94;1,06;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
4,0;3,57;0,43;Regresión Lineal
2,0;3,8;-1,8;Regresión Lineal
5,0;4,15;0,85;Regresión Lineal
4,0;3,95;0,05;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
4,0;4,61;-0,61;Regresión Lineal
5,0;4,46;0,54;Regresión Lineal
1,0;4,38;-3,38;Regresión Lineal
0,0;4,3;-4,3;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
4,0;3,95;0,05;Regresión Lineal
3,0;4,34;-1,34;Regresión Lineal
5,0;4,34;0,66;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
1,0;3,99;-2,99;Regresión Lineal
4,0;4,33;-0,33;Regresión Lineal
3,0;3,88;-0,88;Regresión Lineal
5,0;3,93;1,07;Regresión Lineal
5,0;5,34;-0,34;Regresión Lineal
5,0;4,75;0,25;Regresión Lineal
5,0;4,52;0,48;Regresión Lineal
3,0;4,46;-1,46;Regresión Lineal
4,0;4,62;-0,62;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
1,0;4,89;-3,89;Regresión Lineal
1,0;3,41;-2,41;Regresión Lineal
5,0;4,5;0,5;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
2,0;4,03;-2,03;Regresión Lineal
3,0;4,29;-1,29;Regresión Lineal
4,0;4,22;-0,22;Regresión Lineal
5,0;4,08;0,92;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
1,0;3,63;-2,63;Regresión Lineal
4,0;4,17;-0,17;Regresión Lineal
5,0;4,55;0,45;Regresión Lineal
4,0;4,03;-0,03;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
1,0;3,43;-2,43;Regresión Lineal
4,0;4,47;-0,47;Regresión Lineal
4,0;4,09;-0,09;Regresión Lineal
5,0;4,19;0,81;Regresión Lineal
5,0;3,54;1,46;Regresión Lineal
5,0;4,53;0,47;Regresión Lineal
4,0;4,72;-0,72;Regresión Lineal
4,0;3,8;0,2;Regresión Lineal
5,0;4,44;0,56;Regresión Lineal
5,0;4,37;0,63;Regresión Lineal
5,0;3,91;1,09;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
2,0;2,84;-0,84;Regresión Lineal
2,0;4,23;-2,23;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
4,0;4,03;-0,03;Regresión Lineal
4,0;3,89;0,11;Regresión Lineal
5,0;3,97;1,03;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;3,89;1,11;Regresión Lineal
1,0;4,29;-3,29;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
3,0;3,98;-0,98;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
3,0;4,16;-1,16;Regresión Lineal
4,0;3,98;0,02;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
4,0;4,04;-0,04;Regresión Lineal
5,0;6,26;-1,26;Regresión Lineal
5,0;4,31;0,69;Regresión Lineal
5,0;4,12;0,88;Regresión Lineal
1,0;3,5;-2,5;Regresión Lineal
5,0;3,68;1,32;Regresión Lineal
5,0;4,03;0,97;Regresión Lineal
5,0;4,41;0,59;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
4,0;4,62;-0,62;Regresión Lineal
1,0;3,41;-2,41;Regresión Lineal
5,0;3,86;1,14;Regresión Lineal
4,0;4,32;-0,32;Regresión Lineal
5,0;3,94;1,06;Regresión Lineal
1,0;4,46;-3,46;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
5,0;4,33;0,67;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
4,0;4,45;-0,45;Regresión Lineal
3,0;4,12;-1,12;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
3,0;3,38;-0,38;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
5,0;3,99;1,01;Regresión Lineal
5,0;4,02;0,98;Regresión Lineal
4,0;4,25;-0,25;Regresión Lineal
4,0;4,24;-0,24;Regresión Lineal
1,0;4,16;-3,16;Regresión Lineal
4,0;4,11;-0,11;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
1,0;2,57;-1,57;Regresión Lineal
5,0;4,32;0,68;Regresión Lineal
4,0;4,31;-0,31;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;4,1;0,9;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
5,0;3,77;1,23;Regresión Lineal
1,0;4,17;-3,17;Regresión Lineal
5,0;3,98;1,02;Regresión Lineal
2,0;3,59;-1,59;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;4,9;0,1;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
2,0;3,31;-1,31;Regresión Lineal
5,0;4,0;1,0;Regresión Lineal
2,0;4,11;-2,11;Regresión Lineal
5,0;4,35;0,65;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
5,0;4,11;0,89;Regresión Lineal
4,0;3,91;0,09;Regresión Lineal
4,0;3,87;0,13;Regresión Lineal
5,0;4,91;0,09;Regresión Lineal
4,0;3,85;0,15;Regresión Lineal
5,0;4,17;0,83;Regresión Lineal
4,0;4,12;-0,12;Regresión Lineal
4,0;3,87;0,13;Regresión Lineal
3,0;3,65;-0,65;Regresión Lineal
4,0;3,9;0,1;Regresión Lineal
5,0;3,98;1,02;Regresión Lineal
1,0;3,54;-2,54;Regresión Lineal
4,0;4,43;-0,43;Regresión Lineal
5,0;4,41;0,59;Regresión Lineal
5,0;4,97;0,03;Regresión Lineal
4,0;3,92;0,08;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;3,96;1,04;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;3,79;1,21;Regresión Lineal
1,3333;4,02;-2,69;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;3,33;1,67;Regresión Lineal
4,0;3,97;0,03;Regresión Lineal
4,0;4,23;-0,23;Regresión Lineal
5,0;4,52;0,48;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;4,91;0,09;Regresión Lineal
5,0;4,14;0,86;Regresión Lineal
5,0;3,54;1,46;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
1,0;3,06;-2,06;Regresión Lineal
5,0;4,32;0,68;Regresión Lineal
4,0;4,26;-0,26;Regresión Lineal
5,0;4,72;0,28;Regresión Lineal
4,0;4,43;-0,43;Regresión Lineal
5,0;4,22;0,78;Regresión Lineal
5,0;4,16;0,84;Regresión Lineal
5,0;4,21;0,79;Regresión Lineal
5,0;4,26;0,74;Regresión Lineal
3,0;4,18;-1,18;Regresión Lineal
4,0;4,08;-0,08;Regresión Lineal
5,0;3,81;1,19;Regresión Lineal
5,0;4,44;0,56;Regresión Lineal
3,0;3,61;-0,61;Regresión Lineal
5,0;4,28;0,72;Regresión Lineal
5,0;3,75;1,25;Regresión Lineal
5,0;4,09;0,91;Regresión Lineal
4,0;3,88;0,12;Regresión Lineal
5,0;4,24;0,76;Regresión Lineal
4,0;3,64;0,36;Regresión Lineal
4,0;4,12;-0,12;Regresión Lineal
1,0;4,82;-3,82;Regresión Lineal
4,0;4,0;0,0;Regresión Lineal
5,0;4,18;0,82;Regresión Lineal
5,0;4,05;0,95;Regresión Lineal
4,0;4,21;-0,21;Regresión Lineal
4,0;4,18;-0,18;Regresión Lineal
1,0;4,03;-3,03;Regresión Lineal
5,0;4,32;0,68;Regresión Lineal
4,0;4,09;-0,09;Regresión Lineal
1,0;4,17;-3,17;Regresión Lineal
4,0;3,98;0,02;Regresión Lineal
5,0;4,37;0,63;Regresión Lineal
0,0;3,62;-3,62;Regresión Lineal
1,0;3,28;-2,28;Regresión Lineal
5,0;3,88;1,12;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;3,66;1,34;Regresión Lineal
2,0;4,2;-2,2;Regresión Lineal
5,0;3,75;1,25;Regresión Lineal
5,0;4,2;0,8;Regresión Lineal
5,0;4,25;0,75;Regresión Lineal
5,0;4,59;0,41;Regresión Lineal
3,0;3,71;-0,71;Regresión Lineal
5,0;4,84;0,16;Regresión Lineal
5,0;4,44;0,56;Regresión Lineal
3,0;3,56;-0,56;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
5,0;4,01;0,99;Regresión Lineal
5,0;5,0;0,0;Regresión Lineal
5,0;4,6;0,4;Regresión Lineal
5,0;4,66;0,34;Regresión Lineal
3,0;4,01;-1,01;Regresión Lineal
4,0;4,18;-0,18;Regresión Lineal
5,0;4,8;0,2;Regresión Lineal
2,0;4,27;-2,27;Regresión Lineal
4,0;4,36;-0,36;Regresión Lineal
5,0;4,38;0,62;Regresión Lineal
5,0;3,95;1,05;Regresión Lineal
5,0;3,92;1,08;Regresión Lineal
5,0;5,24;-0,24;Regresión Lineal
5,0;3,72;1,28;Regresión Lineal
4,0;4,2;-0,2;Regresión Lineal
5,0;4,66;0,34;Regresión Lineal
5,0;3,51;1,49;Regresión Lineal
5,0;4,07;0,93;Regresión Lineal
